rna_counts_matrix	erv_counts_matrix	sample_id	read1	read2	seq_batch	tissue	genotype	condition	treatment	mouse	dpi	experiment	germ-free
/gpfs/data/cbc/sanghyun_lee/batch2_0714/S51_htseq_counts	/gpfs/data/cbc/sanghyun_lee/INFL_PBS_0713_George3/erv/countTable.Miner_Locus.txt	S51	/gpfs/data/cbc/sanghyun_lee/batch2/usftp21.novogene.com/01.RawData/S51/S51_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/batch2/usftp21.novogene.com/01.RawData/S51/S51_2.fq.gz	2	Ileum	TrexWT	notapplicable	PBS	GFB6	3	LZ136	yes
/gpfs/data/cbc/sanghyun_lee/batch2_0714/S52_htseq_counts	/gpfs/data/cbc/sanghyun_lee/INFL_PBS_0713_George3/erv/countTable.Miner_Locus.txt	S52	/gpfs/data/cbc/sanghyun_lee/batch2/usftp21.novogene.com/01.RawData/S52/S52_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/batch2/usftp21.novogene.com/01.RawData/S52/S52_2.fq.gz	2	Ileum	TrexWT	notapplicable	IFNL	GFB6	3	LZ136	yes
/gpfs/data/cbc/sanghyun_lee/batch2_0714/S53_htseq_counts	/gpfs/data/cbc/sanghyun_lee/INFL_PBS_0713_George3/erv/countTable.Miner_Locus.txt	S53	/gpfs/data/cbc/sanghyun_lee/batch2/usftp21.novogene.com/01.RawData/S53/S53_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/batch2/usftp21.novogene.com/01.RawData/S53/S53_2.fq.gz	2	Ileum	TrexWT	notapplicable	IFNL	GFB6	3	LZ136	yes
/gpfs/data/cbc/sanghyun_lee/batch2_0714/S54_htseq_counts	/gpfs/data/cbc/sanghyun_lee/INFL_PBS_0713_George3/erv/countTable.Miner_Locus.txt	S54	/gpfs/data/cbc/sanghyun_lee/batch2/usftp21.novogene.com/01.RawData/S54/S54_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/batch2/usftp21.novogene.com/01.RawData/S54/S54_2.fq.gz	2	Ileum	TrexWT	notapplicable	IFNL	GFB6	3	LZ136	yes
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S1_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Illeum/erv/countTable.Miner_Locus.txt 	S1	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S1/S1_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S1/S1_2.fq.gz	1	Ileum	TrexKO	notapplicable	notapplicable	3293	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S2_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Illeum/erv/countTable.Miner_Locus.txt 	S2	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S2/S2_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S2/S2_2.fq.gz	1	Ileum	TrexKO	notapplicable	notapplicable	3293	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S4_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Illeum/erv/countTable.Miner_Locus.txt 	S4	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S4/S4_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S4/S4_2.fq.gz	1	Ileum	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S5_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Illeum/erv/countTable.Miner_Locus.txt 	S5	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S5/S5_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S5/S5_2.fq.gz	1	Ileum	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S6_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Illeum/erv/countTable.Miner_Locus.txt 	S6	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S6/S6_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S6/S6_2.fq.gz	1	Ileum	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S7_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Illeum/erv/countTable.Miner_Locus.txt 	S7	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S7/S7_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S7/S7_2.fq.gz	1	Ileum	TrexKO	notapplicable	notapplicable	3295	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S8_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Illeum/erv/countTable.Miner_Locus.txt 	S8	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S8/S8_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S8/S8_2.fq.gz	1	Ileum	TrexKO	notapplicable	notapplicable	3295	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S9_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Illeum/erv/countTable.Miner_Locus.txt 	S9	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S9/S9_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S9/S9_2.fq.gz	1	Ileum	TrexKO	notapplicable	notapplicable	3295	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S10_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Illeum/erv/countTable.Miner_Locus.txt 	S10	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S10/S10_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S10/S10_2.fq.gz	1	Ileum	TrexWT	notapplicable	notapplicable	3296	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S11_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Illeum/erv/countTable.Miner_Locus.txt 	S11	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S11/S11_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S11/S11_2.fq.gz	1	Ileum	TrexWT	notapplicable	notapplicable	3296	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S12_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Illeum/erv/countTable.Miner_Locus.txt 	S12	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S12/S12_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S12/S12_2.fq.gz	1	Ileum	TrexWT	notapplicable	notapplicable	3296	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S14_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_MLN/homer_Trex_MLN_filtered/erv/countTable.Miner_Locus.txt	S14	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S14/S14_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S14/S14_2.fq.gz	1	MLN	TrexKO	notapplicable	notapplicable	3293	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S15_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_MLN/homer_Trex_MLN_filtered/erv/countTable.Miner_Locus.txt	S15	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S15/S15_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S15/S15_2.fq.gz	1	MLN	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S16_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_MLN/homer_Trex_MLN_filtered/erv/countTable.Miner_Locus.txt	S16	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S16/S16_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S16/S16_2.fq.gz	1	MLN	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S17_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_MLN/homer_Trex_MLN_filtered/erv/countTable.Miner_Locus.txt	S17	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S17/S17_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S17/S17_2.fq.gz	1	MLN	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S18_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_MLN/homer_Trex_MLN_filtered/erv/countTable.Miner_Locus.txt	S18	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S18/S18_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S18/S18_2.fq.gz	1	MLN	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S19_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_MLN/homer_Trex_MLN_filtered/erv/countTable.Miner_Locus.txt	S19	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S19/S19_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S19/S19_2.fq.gz	1	MLN	TrexKO	notapplicable	notapplicable	3295	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S21_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_MLN/homer_Trex_MLN_filtered/erv/countTable.Miner_Locus.txt	S21	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S21/S21_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S21/S21_2.fq.gz	1	MLN	TrexKO	notapplicable	notapplicable	3295	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S22_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_MLN/homer_Trex_MLN_filtered/erv/countTable.Miner_Locus.txt	S22	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S22/S22_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S22/S22_2.fq.gz	1	MLN	TrexWT	notapplicable	notapplicable	3296	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S23_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_MLN/homer_Trex_MLN_filtered/erv/countTable.Miner_Locus.txt	S23	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S23/S23_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S23/S23_2.fq.gz	1	MLN	TrexWT	notapplicable	notapplicable	3296	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S26_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Colon_more_filtered/erv/countTable.Miner_Locus.txt	S26	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S26/S26_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S26/S26_2.fq.gz	1	Colon	TrexKO	notapplicable	notapplicable	3293	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S27_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Colon_more_filtered/erv/countTable.Miner_Locus.txt	S27	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S27/S27_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S27/S27_2.fq.gz	1	Colon	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S28_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Colon_more_filtered/erv/countTable.Miner_Locus.txt	S28	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S28/S28_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S28/S28_2.fq.gz	1	Colon	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S29_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Colon_more_filtered/erv/countTable.Miner_Locus.txt	S29	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S29/S29_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S29/S29_2.fq.gz	1	Colon	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S31_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Colon_more_filtered/erv/countTable.Miner_Locus.txt	S31	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S31/S31_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S31/S31_2.fq.gz	1	Colon	TrexKO	notapplicable	notapplicable	3295	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S33_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Colon_more_filtered/erv/countTable.Miner_Locus.txt	S33	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S33/S33_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S33/S33_2.fq.gz	1	Colon	TrexKO	notapplicable	notapplicable	3295	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S36_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Colon_more_filtered/erv/countTable.Miner_Locus.txt	S36	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S36/S36_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S36/S36_2.fq.gz	1	Colon	TrexWT	notapplicable	notapplicable	3296	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S37_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Spleen/homer_Trex_Spleen/erv/countTable.Miner_Locus.txt 	S37	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S37/S37_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S37/S37_2.fq.gz	1	Spleen	TrexKO	notapplicable	notapplicable	3293	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S38_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Spleen/homer_Trex_Spleen/erv/countTable.Miner_Locus.txt 	S38	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S38/S38_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S38/S38_2.fq.gz	1	Spleen	TrexKO	notapplicable	notapplicable	3293	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S39_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Spleen/homer_Trex_Spleen/erv/countTable.Miner_Locus.txt 	S39	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S39/S39_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S39/S39_2.fq.gz	1	Spleen	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S40_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Spleen/homer_Trex_Spleen/erv/countTable.Miner_Locus.txt 	S40	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S40/S40_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S40/S40_2.fq.gz	1	Spleen	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S41_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Spleen/homer_Trex_Spleen/erv/countTable.Miner_Locus.txt 	S41	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S41/S41_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S41/S41_2.fq.gz	1	Spleen	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S42_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Spleen/homer_Trex_Spleen/erv/countTable.Miner_Locus.txt 	S42	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S42/S42_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S42/S42_2.fq.gz	1	Spleen	TrexWT	notapplicable	notapplicable	3294	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S43_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Spleen/homer_Trex_Spleen/erv/countTable.Miner_Locus.txt 	S43	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S43/S43_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S43/S43_2.fq.gz	1	Spleen	TrexKO	notapplicable	notapplicable	3295	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S44_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Spleen/homer_Trex_Spleen/erv/countTable.Miner_Locus.txt 	S44	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S44/S44_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S44/S44_2.fq.gz	1	Spleen	TrexKO	notapplicable	notapplicable	3295	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S45_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Spleen/homer_Trex_Spleen/erv/countTable.Miner_Locus.txt 	S45	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S45/S45_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S45/S45_2.fq.gz	1	Spleen	TrexKO	notapplicable	notapplicable	3295	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S46_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Spleen/homer_Trex_Spleen/erv/countTable.Miner_Locus.txt 	S46	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S46/S46_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S46/S46_2.fq.gz	1	Spleen	TrexWT	notapplicable	notapplicable	3296	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S47_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Spleen/homer_Trex_Spleen/erv/countTable.Miner_Locus.txt 	S47	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S47/S47_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S47/S47_2.fq.gz	1	Spleen	TrexWT	notapplicable	notapplicable	3296	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S48_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_Spleen/homer_Trex_Spleen/erv/countTable.Miner_Locus.txt 	S48	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S48/S48_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S48/S48_2.fq.gz	1	Spleen	TrexWT	notapplicable	notapplicable	3296	notapplicable	SL290-1	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S49_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IL28RKO/homer_Trex_IL28RKO/erv/countTable.Miner_Locus.txt	S49	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S49/S49_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S49/S49_2.fq.gz	1	Ileum	TrexWT-IL28RKO	notapplicable	notapplicable	2967	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S51_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IL28RKO/homer_Trex_IL28RKO/erv/countTable.Miner_Locus.txt	S51	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S51/S51_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S51/S51_2.fq.gz	1	Ileum	TrexWT-IL28RKO	notapplicable	notapplicable	2971	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S52_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IL28RKO/homer_Trex_IL28RKO/erv/countTable.Miner_Locus.txt	S52	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S52/S52_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S52/S52_2.fq.gz	1	Ileum	TrexWT-IL28RKO	notapplicable	notapplicable	2973	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S53_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IL28RKO/homer_Trex_IL28RKO/erv/countTable.Miner_Locus.txt	S53	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S53/S53_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S53/S53_2.fq.gz	1	Ileum	TrexWT-IL28RKO	notapplicable	notapplicable	2973	notapplicable	SL272-2	no
/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/full_run/S55_htseq_counts	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001_analysis/homer_Trex_IL28RKO/homer_Trex_IL28RKO/erv/countTable.Miner_Locus.txt	S55	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S55/S55_1.fq.gz	/gpfs/data/cbc/sanghyun_lee/X202SC22122741-Z01-F001/01.RawData/S55/S55_2.fq.gz	1	Ileum	TrexKO-IL28RKO	notapplicable	notapplicable	2968	notapplicable	SL272-2	no
